Plate information 
Plate,Repeat,Barcode,Measurement date,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,
1,1,="",13/04/2022 12:11:50 p.m.,28.05,27.95,31.5,31.7,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas C,0,3132,40,00:00:00.000,De=1st Ex=Btm Em=N/A,



Well,MeasA:Result,Calc1:Average within well,
D04,161351,0.33925,
D04,,,
D04,,,
D04,,,
D05,47873,0.095500,
D05,,,
D05,,,
D05,,,
D06,105192,0.18225,
D06,,,
D06,,,
D06,,,
D07,161554,0.35275,
D07,,,
D07,,,
D07,,,
D08,104839,0.17850,
D08,,,
D08,,,
D08,,,
D09,150488,0.30950,
D09,,,
D09,,,
D09,,,
D10,155164,0.32400,
D10,,,
D10,,,
D10,,,
D11,149612,0.29300,
D11,,,
D11,,,
D11,,,
D12,151247,0.30650,
D12,,,
D12,,,
D12,,,
E01,90436,0.15725,
E01,,,
E01,,,
E01,,,
E02,38226,0.10025,
E02,,,
E02,,,
E02,,,
E03,92754,0.16050,
E03,,,
E03,,,
E03,,,
E04,169642,0.37475,
E04,,,
E04,,,
E04,,,
E05,157150,0.34400,
E05,,,
E05,,,
E05,,,
E06,33217,0.088750,
E06,,,
E06,,,
E06,,,
E07,33982,0.089250,
E07,,,
E07,,,
E07,,,
E08,167336,0.36825,
E08,,,
E08,,,
E08,,,
E09,124637,0.23925,
E09,,,
E09,,,
E09,,,
E10,21944,0.086750,
E10,,,
E10,,,
E10,,,
E11,121216,0.22600,
E11,,,
E11,,,
E11,,,
E12,46193,0.11025,
E12,,,
E12,,,
E12,,,
F01,68132,0.13325,
F01,,,
F01,,,
F01,,,
F02,14331,0.078750,
F02,,,
F02,,,
F02,,,
F03,38179,0.092750,
F03,,,
F03,,,
F03,,,
F04,44173,0.10550,
F04,,,
F04,,,
F04,,,
F05,39699,0.094750,
F05,,,
F05,,,
F05,,,
F06,31601,0.099250,
F06,,,
F06,,,
F06,,,
F07,96881,0.17275,
F07,,,
F07,,,
F07,,,
F08,33036,0.10275,
F08,,,
F08,,,
F08,,,
F09,51218,0.11650,
F09,,,
F09,,,
F09,,,
F10,16199,0.082750,
F10,,,
F10,,,
F10,,,
F11,24830,0.094250,
F11,,,
F11,,,
F11,,,
F12,52618,0.12175,
F12,,,
F12,,,
F12,,,
G01,71659,0.13325,
G01,,,
G01,,,
G01,,,
G02,27281,0.083000,
G02,,,
G02,,,
G02,,,
G03,30159,0.086750,
G03,,,
G03,,,
G03,,,
G04,69946,0.12475,
G04,,,
G04,,,
G04,,,
G05,91691,0.16250,
G05,,,
G05,,,
G05,,,
G06,155336,0.33625,
G06,,,
G06,,,
G06,,,
G07,91835,0.16750,
G07,,,
G07,,,
G07,,,
G08,141280,0.27625,
G08,,,
G08,,,
G08,,,
G09,44809,0.10050,
G09,,,
G09,,,
G09,,,
G10,25247,0.088000,
G10,,,
G10,,,
G10,,,
G11,20391,0.088750,
G11,,,
G11,,,
G11,,,
G12,76119,0.17925,
G12,,,
G12,,,
G12,,,
H01,31530,0.095500,
H01,,,
H01,,,
H01,,,
H02,33392,0.098000,
H02,,,
H02,,,
H02,,,
H03,9698,0.079500,
H03,,,
H03,,,
H03,,,
H04,85518,0.14725,
H04,,,
H04,,,
H04,,,
H05,105666,0.18675,
H05,,,
H05,,,
H05,,,
H06,23297,0.093000,
H06,,,
H06,,,
H06,,,
H07,9837,0.076500,
H07,,,
H07,,,
H07,,,
H08,49882,0.13350,
H08,,,
H08,,,
H08,,,
H09,147869,0.29750,
H09,,,
H09,,,
H09,,,
H10,75993,0.13175,
H10,,,
H10,,,
H10,,,
H11,133089,0.25150,
H11,,,
H11,,,
H11,,,
H12,60288,0.11350,
H12,,,
H12,,,
H12,,,

Basic assay information 
Assay ID: ,,,,6
Assay Started: ,,,,13/04/2022 12:09:37 p.m.
Assay Finished: ,,,,13/04/2022 12:12:01 p.m.
Assay Exported: ,,,,13/04/2022 12:12:30 p.m.
Assay Started By: ,,,,N/A
Protocol ID: ,,,,100161
Protocol Name: ,,,,IMPORTED Mark_Pyo_AbsEm
Serial#: ,,,,="23000214"



Protocol information
Protocol:
Protocol name,,,,IMPORTED Mark_Pyo_AbsEm
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,,Imported from instrument EnSpire SerialNumber: 23000214

Plate type:
Name of the plate type,,,,IMPORTED 1 96 General
Number of rows,,,,8
Number of columns,,,,12
Number of the wells in the plate,,,,96
Height of the plate,,,,14.35 mm
Diameter of the well,,,,6.5 mm
Volume of the well,,,,300 µl

Coordinates of corners:
IMPORTED 1 96 General
14.38 mm x------------------------------------------------------ x 113.38 mm
11.24 mm                                                           11.24 mm

14.38 mm x------------------------------------------------------ x 113.38 mm
74.24 mm                                                           74.24 mm

Platemap:
Plate,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
Plate,,,,1
 Formula index,,,,Calc 1
 Formula name,,,,Average within well
 Formula,,,,Average within well where Measurement: C

Auto export parameters:
Export format,,,,ListC
Picture,,,,No
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,D:\mark\2022_AbsEM\Day6\D4_P4_R1.csv
Exported data,,,,Well MeasA:Result Calc1:Average within well

Operations:
Plate 1
  Shake
    Duration,,,,3 s
    Speed,,,,60
    Diameter,,,,3 mm
    Shake mode,,,,Linear
    Plate location,,,,Inside
    First assay/plate repeat affected,,,,1
    Last assay/plate repeat affected,,,,1
  Measurement
    Meas,,,,A
    Tech,,,,Fluorescence
  Scan measurement
    Meas,,,,C
    Tech,,,,Absorbance
    Number of horizontal points (X),,,,2
    Number of vertical points (Y),,,,2
    Distance between points,,,,0.72 mm
    Scan mode,,,,Rectangle

Measurements:
Meas ,,,,A
Exc. filter,,,,N/A
Using of excitation filter,,,,Top
Excitation wavelength,,,,400 nm
Emission wavelength,,,,440 nm
Measurement height,,,,9.5 mm
Number of flashes,,,,40
Number of flashes integrated,,,,40
Flash power,,,,100 %
Excitation light,,,,100%
Reference excitation light,,,,100%
Emission light,,,,100%
Reference AD gain,,,,2
Reference signal,,,,1547012
Last edited,,,,13/04/2022 11:59:00 a.m.
Last edited by,,,,Import
Factory preset,,,,No

Meas ,,,,C
Exc. filter,,,,N/A
Excitation wavelength,,,,400 nm
Measurement height,,,,7.5 mm
Number of flashes,,,,40
Number of flashes integrated,,,,40
Flash power,,,,100 %
Excitation light,,,,100%
Reference excitation light,,,,100%
Reference AD gain,,,,1
Reference signal,,,,880
Last edited,,,,13/04/2022 11:59:11 a.m.
Last edited by,,,,Import
Factory preset,,,,No

Filters:
Monochromator cutoff 230,,,,140
Filter polarization,,,,None
Description,,,,X230co Longpass=230nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 360,,,,141
Filter polarization,,,,None
Description,,,,X360co Longpass=360nm  Tmin=90%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Monochromator cutoff 585,,,,142
Filter polarization,,,,None
Description,,,,X585co Longpass=585nm  Tmin=75%
Used with
Last edited,,,,1/01/2011
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,23000214
Nickname,,,,EnSpire






Exported with EnSpire Workstation version 4.10.3005.1440
